192.168.65.1 - - [15/Oct/2023:09:06:52 +0000] "GET /admin/settings HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fcoding_rules" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /api/settings/values?keys=sonar.auth.gitlab.enabled%2Csonar.auth.saml.enabled%2Csonar.auth.github.enabled%2Csonar.auth.bitbucket.enabled%2Csonar.auth.saml.applicationId%2Csonar.auth.github.clientId.secured%2Csonar.auth.gitlab.url%2Csonar.auth.bitbucket.clientId.secured%2Csonar.auth.gitlab.applicationId.secured%2Csonar.auth.github.clientSecret.secured%2Csonar.auth.bitbucket.clientSecret.secured%2Csonar.auth.saml.providerName%2Csonar.auth.bitbucket.allowUsersToSignUp%2Csonar.auth.github.appId%2Csonar.auth.saml.providerId%2Csonar.auth.gitlab.secret.secured%2Csonar.auth.gitlab.allowUsersToSignUp%2Csonar.auth.github.privateKey.secured%2Csonar.auth.saml.loginUrl%2Csonar.auth.bitbucket.workspaces%2Csonar.auth.github.allowUsersToSignUp%2Csonar.auth.saml.certificate.secured%2Csonar.auth.gitlab.groupsSync%2Csonar.auth.saml.user.login%2Csonar.auth.github.groupsSync%2Csonar.auth.saml.user.name%2Csonar.auth.github.apiUrl%2Csonar.auth.saml.user.email%2Csonar.auth.github.webUrl%2Csonar.auth.github.organizations%2Csonar.auth.saml.group.name%2Csonar.auth.saml.signature.enabled%2Csonar.auth.saml.sp.privateKey.secured%2Csonar.auth.saml.sp.certificate.secured HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAZ"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /api/settings/values?keys=sonar.auth.saml.enabled%2Csonar.auth.saml.applicationId%2Csonar.auth.saml.providerName%2Csonar.auth.saml.providerId%2Csonar.auth.saml.loginUrl%2Csonar.auth.saml.certificate.secured%2Csonar.auth.saml.user.login%2Csonar.auth.saml.user.name%2Csonar.auth.saml.user.email%2Csonar.auth.saml.group.name%2Csonar.auth.saml.signature.enabled%2Csonar.auth.saml.sp.privateKey.secured%2Csonar.auth.saml.sp.certificate.secured HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAb"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /images/alm/gitlab.svg HTTP/1.1" 304 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAf"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /api/settings/values?keys=sonar.auth.gitlab.enabled%2Csonar.auth.saml.enabled%2Csonar.auth.github.enabled%2Csonar.auth.bitbucket.enabled%2Csonar.auth.saml.applicationId%2Csonar.auth.github.clientId.secured%2Csonar.auth.gitlab.url%2Csonar.auth.bitbucket.clientId.secured%2Csonar.auth.gitlab.applicationId.secured%2Csonar.auth.github.clientSecret.secured%2Csonar.auth.bitbucket.clientSecret.secured%2Csonar.auth.saml.providerName%2Csonar.auth.bitbucket.allowUsersToSignUp%2Csonar.auth.github.appId%2Csonar.auth.saml.providerId%2Csonar.auth.gitlab.secret.secured%2Csonar.auth.gitlab.allowUsersToSignUp%2Csonar.auth.github.privateKey.secured%2Csonar.auth.saml.loginUrl%2Csonar.auth.bitbucket.workspaces%2Csonar.auth.github.allowUsersToSignUp%2Csonar.auth.saml.certificate.secured%2Csonar.auth.gitlab.groupsSync%2Csonar.auth.saml.user.login%2Csonar.auth.github.groupsSync%2Csonar.auth.saml.user.name%2Csonar.auth.github.apiUrl%2Csonar.auth.saml.user.email%2Csonar.auth.github.webUrl%2Csonar.auth.github.organizations%2Csonar.auth.saml.group.name%2Csonar.auth.saml.signature.enabled%2Csonar.auth.saml.sp.privateKey.secured%2Csonar.auth.saml.sp.certificate.secured HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAe"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /images/alm/bitbucket.svg HTTP/1.1" 304 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAg"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /api/system/info HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAa"
192.168.65.1 - - [15/Oct/2023:10:08:11 +0000] "GET /api/settings/values?keys=sonar.auth.saml.enabled%2Csonar.auth.saml.applicationId%2Csonar.auth.saml.providerName%2Csonar.auth.saml.providerId%2Csonar.auth.saml.loginUrl%2Csonar.auth.saml.certificate.secured%2Csonar.auth.saml.user.login%2Csonar.auth.saml.user.name%2Csonar.auth.saml.user.email%2Csonar.auth.saml.group.name%2Csonar.auth.saml.signature.enabled%2Csonar.auth.saml.sp.privateKey.secured%2Csonar.auth.saml.sp.certificate.secured HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAh"
192.168.65.1 - - [15/Oct/2023:10:08:11 +0000] "GET /api/settings/values?keys=sonar.auth.github.enabled%2Csonar.auth.github.clientId.secured%2Csonar.auth.github.clientSecret.secured%2Csonar.auth.github.appId%2Csonar.auth.github.privateKey.secured%2Csonar.auth.github.allowUsersToSignUp%2Csonar.auth.github.groupsSync%2Csonar.auth.github.apiUrl%2Csonar.auth.github.webUrl%2Csonar.auth.github.organizations HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAj"
192.168.65.1 - - [15/Oct/2023:10:08:11 +0000] "GET /api/system/info HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAi"
192.168.65.1 - - [15/Oct/2023:10:08:12 +0000] "GET /api/settings/values?keys=sonar.auth.github.userConsentForPermissionProvisioningRequired HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication&tab=github" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAk"
192.168.65.1 - - [15/Oct/2023:10:08:22 +0000] "GET /api/settings/values?keys=sonar.auth.github.userConsentForPermissionProvisioningRequired HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication&tab=github" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAn"
192.168.65.1 - - [15/Oct/2023:10:08:22 +0000] "GET /api/settings/values?keys=sonar.auth.saml.enabled%2Csonar.auth.saml.applicationId%2Csonar.auth.saml.providerName%2Csonar.auth.saml.providerId%2Csonar.auth.saml.loginUrl%2Csonar.auth.saml.certificate.secured%2Csonar.auth.saml.user.login%2Csonar.auth.saml.user.name%2Csonar.auth.saml.user.email%2Csonar.auth.saml.group.name%2Csonar.auth.saml.signature.enabled%2Csonar.auth.saml.sp.privateKey.secured%2Csonar.auth.saml.sp.certificate.secured HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication&tab=github" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAo"
192.168.65.1 - - [15/Oct/2023:10:08:22 +0000] "GET /api/settings/values?keys=sonar.auth.github.enabled%2Csonar.auth.github.clientId.secured%2Csonar.auth.github.clientSecret.secured%2Csonar.auth.github.appId%2Csonar.auth.github.privateKey.secured%2Csonar.auth.github.allowUsersToSignUp%2Csonar.auth.github.groupsSync%2Csonar.auth.github.apiUrl%2Csonar.auth.github.webUrl%2Csonar.auth.github.organizations HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication&tab=github" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAl"
192.168.65.1 - - [15/Oct/2023:10:08:22 +0000] "GET /api/system/info HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication&tab=github" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAm"
192.168.65.1 - - [15/Oct/2023:10:08:24 +0000] "GET /api/settings/values?keys=sonar.core.serverBaseURL HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAp"
192.168.65.1 - - [15/Oct/2023:10:08:24 +0000] "GET /images/alm/azure.svg HTTP/1.1" 304 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAr"
192.168.65.1 - - [15/Oct/2023:10:08:24 +0000] "GET /api/alm_settings/list_definitions HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAq"
192.168.65.1 - - [15/Oct/2023:10:08:24 +0000] "GET /api/alm_settings/validate?key=sonarqube HTTP/1.1" 204 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAs"
192.168.65.1 - - [15/Oct/2023:10:09:02 +0000] "GET /api/settings/values?keys=sonar.core.serverBaseURL HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAt"
192.168.65.1 - - [15/Oct/2023:10:20:39 +0000] "GET /api/settings/values?keys=sonar.core.serverBaseURL HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAu"
192.168.65.1 - - [15/Oct/2023:10:39:28 +0000] "GET /api/settings/values?keys=sonar.core.serverBaseURL HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAv"
192.168.65.1 - - [15/Oct/2023:10:45:12 +0000] "GET /api/settings/values?keys=sonar.core.serverBaseURL HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=almintegration" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAw"
192.168.65.1 - - [15/Oct/2023:10:45:17 +0000] "GET /api/components/search_projects?filter=isFavorite&ps=1 HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAx"
192.168.65.1 - - [15/Oct/2023:10:45:17 +0000] "GET /api/components/search_projects?ps=1 HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAy"
192.168.65.1 - - [15/Oct/2023:10:45:17 +0000] "GET /api/alm_settings/list? HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAz"
192.168.65.1 - - [15/Oct/2023:10:45:17 +0000] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csecurity_review_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags%2Cqualifier&f=analysisDate%2CleakPeriodDate HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA0"
192.168.65.1 - - [15/Oct/2023:10:45:17 +0000] "GET /api/projects/search_my_scannable_projects HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA2"
192.168.65.1 - - [15/Oct/2023:10:45:17 +0000] "GET /api/measures/search?projectKeys=sonarqube&metricKeys=alert_status%2Cbugs%2Creliability_rating%2Cvulnerabilities%2Csecurity_rating%2Csecurity_hotspots_reviewed%2Csecurity_review_rating%2Ccode_smells%2Csqale_rating%2Cduplicated_lines_density%2Ccoverage%2Cncloc%2Cncloc_language_distribution%2Cprojects HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA1"
192.168.65.1 - - [15/Oct/2023:10:45:25 +0000] "GET /api/issues/search?s=FILE_LINE&resolved=false&ps=100&facets=cleanCodeAttributeCategories%2CimpactSoftwareQualities&additionalFields=_all&timeZone=Asia%2FCalcutta HTTP/1.1" 200 - "http://localhost:9000/issues?resolved=false" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA3"
192.168.65.1 - - [15/Oct/2023:10:45:26 +0000] "GET /api/rules/app HTTP/1.1" 200 - "http://localhost:9000/coding_rules" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA4"
192.168.65.1 - - [15/Oct/2023:10:45:26 +0000] "GET /api/qualityprofiles/search HTTP/1.1" 200 - "http://localhost:9000/coding_rules" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA5"
192.168.65.1 - - [15/Oct/2023:10:45:26 +0000] "GET /api/rules/search?f=isTemplate%2Cname%2Clang%2ClangName%2Cseverity%2Cstatus%2CsysTags%2Ctags%2CtemplateKey%2CcleanCodeAttribute&facets=languages%2CcleanCodeAttributeCategories%2CimpactSoftwareQualities&ps=100&s=name HTTP/1.1" 200 - "http://localhost:9000/coding_rules" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA6"
192.168.65.1 - - [15/Oct/2023:10:45:27 +0000] "GET /api/qualityprofiles/exporters HTTP/1.1" 200 - "http://localhost:9000/profiles" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA7"
192.168.65.1 - - [15/Oct/2023:10:45:27 +0000] "GET /api/qualityprofiles/search HTTP/1.1" 200 - "http://localhost:9000/profiles" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA8"
192.168.65.1 - - [15/Oct/2023:10:45:27 +0000] "GET /api/rules/search?asc=false&available_since=2022-10-15&f=name%2ClangName%2Cactives&ps=10&s=createdAt HTTP/1.1" 200 - "http://localhost:9000/profiles" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA9"
192.168.65.1 - - [15/Oct/2023:10:45:28 +0000] "GET /api/qualitygates/list HTTP/1.1" 200 - "http://localhost:9000/quality_gates" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA+"
192.168.65.1 - - [15/Oct/2023:10:45:28 +0000] "GET /api/qualitygates/show?name=Sonar%20way HTTP/1.1" 200 - "http://localhost:9000/quality_gates/show/Sonar%20way" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAA/"
192.168.65.1 - - [15/Oct/2023:10:45:30 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AABB"
192.168.65.1 - - [15/Oct/2023:10:45:30 +0000] "GET /api/navigation/settings HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AABD"
192.168.65.1 - - [15/Oct/2023:10:45:30 +0000] "GET /api/settings/list_definitions? HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AABA"
192.168.65.1 - - [15/Oct/2023:10:45:30 +0000] "GET /api/plugins/pending HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AABC"
192.168.65.1 - - [15/Oct/2023:10:45:30 +0000] "GET /api/settings/values?keys=email.smtp_host.secured%2Cemail.smtp_port.secured%2Cemail.smtp_secure_connection.secured%2Cemail.smtp_username.secured%2Cemail.smtp_password.secured%2Cemail.from%2Cemail.fromName%2Cemail.prefix%2Csonar.builtInQualityProfiles.disableNotificationOnUpdate%2Csonar.cpd.cross_project%2Csonar.issues.defaultAssigneeLogin%2Csonar.projectCreation.mainBranchName%2Csonar.developerAggregatedInfo.disabled%2Csonar.lf.enableGravatar%2Csonar.lf.gravatarServerUrl%2Csonar.qualitygate.ignoreSmallChanges%2Csonar.lf.logoUrl%2Csonar.core.serverBaseURL%2Csonar.lf.logoWidthPx HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AABE"
